4/24/2026 12:14:30 PM,4,Info,WT8-GUI,83104771,,Autoconvert of C:\Data\_Facility\DE9956_Ohio State University FSAE_aero_2_240426_092310\P1.dat complete.
4/24/2026 12:14:34 PM,4,Info,WT8-GUI,83104772,,Autoconvert of C:\Data\_Facility\DE9956_Ohio State University FSAE_aero_2_240426_092310\C1.dat complete.
4/24/2026 12:15:03 PM,97,Info,WT8-GUI,83104773,DATASTORE,"Group 1 (Record 1) data storage initiated:  Duration Continuous, Samples to Average 1, Rate 0 min 1.00 secs ."
4/24/2026 12:15:10 PM,301005,Warning,WT8-GUI,83104774,OPC,OPC Server Graybox.Simulator.1 on host localhost has not updated data in 172 minute(s).
4/24/2026 12:15:26 PM,202,Warning,WT8-GUI,83104775,HM,Overscaled Channel detected at Tag AI_Volts_Shunt_000
4/24/2026 12:15:26 PM,202,Warning,WT8-GUI,83104776,HM,Overscaled Channel detected at Tag AI_Volts_Shunt_001
4/24/2026 12:15:26 PM,202,Warning,WT8-GUI,83104777,HM,Overscaled Channel detected at Tag AI_Volts_Shunt_003
4/24/2026 12:15:26 PM,202,Warning,WT8-GUI,83104778,HM,Overscaled Channel detected at Tag AI_Volts_Shunt_004
4/24/2026 12:15:26 PM,202,Warning,WT8-GUI,83104779,HM,Overscaled Channel detected at Tag AI_TT_002
4/24/2026 12:15:26 PM,202,Warning,WT8-GUI,83104780,HM,Overscaled Channel detected at Tag AI_TT_029
4/24/2026 12:15:26 PM,202,Warning,WT8-GUI,83104781,HM,Overscaled Channel detected at Tag AI_TT_030
4/24/2026 12:15:26 PM,202,Warning,WT8-GUI,83104782,HM,Overscaled Channel detected at Tag AI_TT_003
4/24/2026 12:15:26 PM,202,Warning,WT8-GUI,83104783,HM,Overscaled Channel detected at Tag AI_TT_007
4/24/2026 12:15:26 PM,202,Warning,WT8-GUI,83104784,HM,Overscaled Channel detected at Tag AI_TT_008
4/24/2026 12:15:26 PM,202,Warning,WT8-GUI,83104785,HM,Overscaled Channel detected at Tag AI_TK_026
4/24/2026 12:15:26 PM,202,Warning,WT8-GUI,83104786,HM,Overscaled Channel detected at Tag AI_TK_027
4/24/2026 12:15:26 PM,202,Warning,WT8-GUI,83104787,HM,Overscaled Channel detected at Tag AI_TK_028
4/24/2026 12:15:26 PM,202,Warning,WT8-GUI,83104788,HM,Overscaled Channel detected at Tag AI_TK_003
4/24/2026 12:15:26 PM,202,Warning,WT8-GUI,83104789,HM,Overscaled Channel detected at Tag AI_Volts_Shunt_006
4/24/2026 12:15:26 PM,202,Warning,WT8-GUI,83104790,HM,Overscaled Channel detected at Tag AI_Volts_Shunt_007
4/24/2026 12:15:26 PM,202,Warning,WT8-GUI,83104791,HM,Overscaled Channel detected at Tag AI_Volts_Shunt_008
4/24/2026 12:15:26 PM,202,Warning,WT8-GUI,83104792,HM,Overscaled Channel detected at Tag AI_Volts_Shunt_009
4/24/2026 12:15:26 PM,202,Warning,WT8-GUI,83104793,HM,Overscaled Channel detected at Tag AI_TK_000
4/24/2026 12:15:26 PM,202,Warning,WT8-GUI,83104794,HM,Overscaled Channel detected at Tag AI_TK_009
4/24/2026 12:15:26 PM,202,Warning,WT8-GUI,83104795,HM,Overscaled Channel detected at Tag AI_TK_010
4/24/2026 12:15:26 PM,202,Warning,WT8-GUI,83104796,HM,Overscaled Channel detected at Tag AI_TK_011
4/24/2026 12:15:26 PM,202,Warning,WT8-GUI,83104797,HM,Overscaled Channel detected at Tag AI_TK_012
4/24/2026 12:15:26 PM,202,Warning,WT8-GUI,83104798,HM,Overscaled Channel detected at Tag AI_TK_013
4/24/2026 12:15:26 PM,202,Warning,WT8-GUI,83104799,HM,Overscaled Channel detected at Tag AI_TK_014
4/24/2026 12:15:26 PM,202,Warning,WT8-GUI,83104800,HM,Overscaled Channel detected at Tag AI_TK_015
4/24/2026 12:15:26 PM,202,Warning,WT8-GUI,83104801,HM,Overscaled Channel detected at Tag AI_TK_016
4/24/2026 12:15:26 PM,202,Warning,WT8-GUI,83104802,HM,Overscaled Channel detected at Tag AI_TK_017
4/24/2026 12:15:26 PM,202,Warning,WT8-GUI,83104803,HM,Overscaled Channel detected at Tag AI_TK_018
4/24/2026 12:15:26 PM,202,Warning,WT8-GUI,83104804,HM,Overscaled Channel detected at Tag AI_TK_001
4/24/2026 12:15:26 PM,202,Warning,WT8-GUI,83104805,HM,Overscaled Channel detected at Tag AI_TK_019
4/24/2026 12:15:27 PM,202,Warning,WT8-GUI,83104806,HM,Overscaled Channel detected at Tag AI_TK_020
4/24/2026 12:15:27 PM,202,Warning,WT8-GUI,83104807,HM,Overscaled Channel detected at Tag AI_TK_021
