1.00141	0  
0.99323	0.01068
0.989	0.01597
0.98406	0.0209
0.97807	0.02618
0.97208	0.03041
0.96643	0.03428
0.96008	0.03816
0.95361	0.042
0.94701	0.04584
0.94096	0.04923
0.93582	0.05202
0.93038	0.05497
0.92391	0.0581
0.91758	0.06121
0.91126	0.06423
0.90438	0.06755
0.89723	0.07084
0.89035	0.07389
0.88348	0.0769
0.87632	0.0799
0.86917	0.08292
0.86202	0.08588
0.85459	0.08888
0.84689	0.09192
0.83891	0.09492
0.83066	0.09798
0.82213	0.10103
0.8136	0.10411
0.80507	0.10697
0.79599	0.11004
0.78664	0.11309
0.77701	0.11616
0.7671	0.11916
0.75692	0.12211
0.74619	0.1252
0.73546	0.12824
0.72445	0.1312
0.71317	0.13418
0.70189	0.13713
0.69033	0.13985
0.67877	0.14256
0.66721	0.14516
0.65565	0.1476
0.64409	0.15007
0.63253	0.1525
0.62097	0.15474
0.60941	0.15674
0.59785	0.15866
0.58629	0.16058
0.57473	0.1626
0.56317	0.16435
0.55161	0.16593
0.54005	0.1675
0.52849	0.1689
0.51692	0.17014
0.50536	0.17137
0.4938	0.17252
0.48224	0.17358
0.47067	0.17445
0.45911	0.17521
0.44755	0.17589
0.43598	0.1764
0.42442	0.17683
0.41285	0.17705
0.40129	0.17705
0.38972	0.17701
0.37815	0.17678
0.36659	0.17644
0.35502	0.17588
0.34345	0.1753
0.33189	0.17458
0.32032	0.17372
0.30875	0.17273
0.29718	0.17155
0.28561	0.17019
0.27404	0.16866
0.26247	0.16696
0.2509	0.16507
0.23933	0.16311
0.22776	0.16077
0.21619	0.15831
0.20461	0.15559
0.19304	0.15262
0.18202	0.14956
0.17182	0.14655
0.16273	0.14364
0.15418	0.1406
0.14591	0.13756
0.13819	0.13445
0.13103	0.13144
0.12413	0.12842
0.11752	0.12537
0.11145	0.1224
0.10539	0.11923
0.09959	0.11611
0.09408	0.11307
0.08856	0.10986
0.08332	0.1066
0.07836	0.1033
0.07339	0.09992
0.0687	0.09656
0.06456	0.09345
0.0607	0.09059
0.05656	0.08729
0.0527	0.08404
0.04939	0.08111
0.04607	0.07796
0.04276	0.07494
0.03945	0.07164
0.03613	0.06835
0.0331	0.06495
0.03033	0.06182
0.02757	0.05852
0.02481	0.05512
0.02205	0.05144
0.01956	0.0479
0.01735	0.04454
0.01513	0.04111
0.01292	0.03768
0.01099	0.03431
0.00933	0.0312
0.00766	0.02754
0.006	0.02368
0.00462	0.0199
0.00295	0.01546
0.00156	0.01119
0.00045	0.00686
0.00016	0.00247
0.00016	-0.00082
5.00E-05	-0.00494
0.00085	-0.009
0.0026	-0.01274
0.00552	-0.01609
0.00975	-0.01701
0.02132	-0.01757
0.03288	-0.01715
0.04445	-0.01609
0.05602	-0.01454
0.06759	-0.01243
0.07916	-0.00993
0.09074	-0.00714
0.10176	-0.00431
0.11223	-0.00136
0.12243	0.00162
0.13207	0.00463
0.14144	0.00769
0.15054	0.01072
0.15936	0.01372
0.16818	0.01671
0.177	0.01978
0.18582	0.0228
0.19464	0.02589
0.20318	0.02879
0.21173	0.03179
0.22027	0.03481
0.22909	0.03788
0.23791	0.04086
0.24673	0.04392
0.25583	0.04694
0.2652	0.04991
0.27484	0.05301
0.28449	0.05606
0.29441	0.05908
0.30461	0.06209
0.31508	0.06503
0.3261	0.06806
0.3374	0.07107
0.3487	0.07406
0.36027	0.07687
0.37184	0.07959
0.38341	0.08226
0.39499	0.08482
0.40656	0.08727
0.41813	0.08958
0.4297	0.09172
0.44127	0.09379
0.45284	0.09572
0.46441	0.09771
0.47598	0.09941
0.48755	0.10102
0.49912	0.1026
0.51069	0.10392
0.52226	0.10519
0.53383	0.10641
0.5454	0.10736
0.55697	0.10827
0.56853	0.10912
0.5801	0.10984
0.59167	0.11045
0.60324	0.11087
0.6148	0.11099
0.62637	0.11117
0.63793	0.11117
0.6495	0.11108
0.66106	0.11074
0.67263	0.11032
0.68419	0.1098
0.69576	0.10903
0.70732	0.10802
0.71888	0.107
0.73044	0.10563
0.74201	0.10404
0.75357	0.10217
0.76513	0.1
0.77669	0.09764
0.78825	0.09513
0.7998	0.09248
0.81109	0.08954
0.82209	0.0865
0.83283	0.08351
0.84301	0.08044
0.85264	0.07741
0.86172	0.07442
0.87052	0.07135
0.87877	0.06831
0.88675	0.06533
0.89473	0.06225
0.90216	0.05927
0.90931	0.05629
0.91673	0.05323
0.92521	0.04982
0.93238	0.04671
0.93991	0.04326
0.94727	0.03951
0.95389	0.03643
0.96044	0.03244
0.96596	0.02906
0.97149	0.02546
0.97613	0.02228
0.98018	0.01888
0.98611	0.01411
0.99083	0.01013
