4/24/2026 10:56:25 AM,202,Warning,WT8-GUI,83098015,HM,Overscaled Channel detected at Tag AI_Volts_Shunt_001
4/24/2026 10:56:25 AM,202,Warning,WT8-GUI,83098016,HM,Overscaled Channel detected at Tag AI_Volts_Shunt_003
4/24/2026 10:56:25 AM,202,Warning,WT8-GUI,83098017,HM,Overscaled Channel detected at Tag AI_Volts_Shunt_004
4/24/2026 10:56:25 AM,202,Warning,WT8-GUI,83098018,HM,Overscaled Channel detected at Tag AI_TK_020
4/24/2026 10:56:25 AM,202,Warning,WT8-GUI,83098019,HM,Overscaled Channel detected at Tag AI_TK_021
4/24/2026 10:56:25 AM,202,Warning,WT8-GUI,83098020,HM,Overscaled Channel detected at Tag AI_TK_022
4/24/2026 10:56:25 AM,202,Warning,WT8-GUI,83098021,HM,Overscaled Channel detected at Tag AI_TK_023
4/24/2026 10:56:25 AM,202,Warning,WT8-GUI,83098022,HM,Overscaled Channel detected at Tag AI_TK_024
4/24/2026 10:56:25 AM,202,Warning,WT8-GUI,83098023,HM,Overscaled Channel detected at Tag AI_TK_025
4/24/2026 10:56:25 AM,202,Warning,WT8-GUI,83098024,HM,Overscaled Channel detected at Tag AI_TK_026
4/24/2026 10:56:25 AM,202,Warning,WT8-GUI,83098025,HM,Overscaled Channel detected at Tag AI_TK_027
4/24/2026 10:56:25 AM,202,Warning,WT8-GUI,83098026,HM,Overscaled Channel detected at Tag AI_TK_028
4/24/2026 10:56:25 AM,202,Warning,WT8-GUI,83098027,HM,Overscaled Channel detected at Tag AI_TK_002
4/24/2026 10:56:25 AM,202,Warning,WT8-GUI,83098028,HM,Overscaled Channel detected at Tag AI_TK_029
4/24/2026 10:56:25 AM,202,Warning,WT8-GUI,83098029,HM,Overscaled Channel detected at Tag AI_TK_030
4/24/2026 10:56:25 AM,202,Warning,WT8-GUI,83098030,HM,Overscaled Channel detected at Tag AI_TK_003
4/24/2026 10:56:25 AM,202,Warning,WT8-GUI,83098031,HM,Overscaled Channel detected at Tag AI_TK_004
4/24/2026 10:56:25 AM,202,Warning,WT8-GUI,83098032,HM,Overscaled Channel detected at Tag AI_TK_005
