0,424,221,159,10.4,34.3,46.4,17.7,18.2,18.5
1,420,221,159,10.4,34.3,46.4,17.7,18.2,18.5
2,422,221,159,10.4,34.3,46.4,17.7,18.2,18.5
3,426,221,159,10.4,34.3,46.4,17.7,18.2,18.5
4,428,221,159,10.4,34.3,46.4,17.7,18.2,18.5
5,430,221,159,10.4,34.3,46.4,17.7,18.2,18.5
6,424,210,159,10.4,34.3,46.4,17.7,18.2,18.5
7,424,215,159,10.4,34.3,46.4,17.7,18.2,18.5
8,424,225,159,10.4,34.3,46.4,17.7,18.2,18.5
9,424,230,159,10.4,34.3,46.4,17.7,18.2,18.5
10,424,221,150,10.4,34.3,46.4,17.7,18.2,18.5
11,424,221,155,10.4,34.3,46.4,17.7,18.2,18.5
12,424,221,165,10.4,34.3,46.4,17.7,18.2,18.5
13,424,221,170,10.4,34.3,46.4,17.7,18.2,18.5
14,424,221,159,6,34.3,46.4,17.7,18.2,18.5
15,424,221,159,7,34.3,46.4,17.7,18.2,18.5
16,424,221,159,8,34.3,46.4,17.7,18.2,18.5
17,424,221,159,9,34.3,46.4,17.7,18.2,18.5
18,424,221,159,10,34.3,46.4,17.7,18.2,18.5
19,424,221,159,11,34.3,46.4,17.7,18.2,18.5
20,424,221,159,12,34.3,46.4,17.7,18.2,18.5
21,424,221,159,10.4,20,46.4,17.7,18.2,18.5
22,424,221,159,10.4,23,46.4,17.7,18.2,18.5
23,424,221,159,10.4,26,46.4,17.7,18.2,18.5
24,424,221,159,10.4,29,46.4,17.7,18.2,18.5
25,424,221,159,10.4,32,46.4,17.7,18.2,18.5
26,424,221,159,10.4,38,46.4,17.7,18.2,18.5
27,424,221,159,10.4,41,46.4,17.7,18.2,18.5
28,424,221,159,10.4,44,46.4,17.7,18.2,18.5
29,424,221,159,10.4,34.3,30,17.7,18.2,18.5
30,424,221,159,10.4,34.3,34,17.7,18.2,18.5
31,424,221,159,10.4,34.3,38,17.7,18.2,18.5
32,424,221,159,10.4,34.3,42,17.7,18.2,18.5
33,424,221,159,10.4,34.3,50,17.7,18.2,18.5
34,424,221,159,10.4,34.3,54,17.7,18.2,18.5
35,424,221,159,10.4,34.3,58,17.7,18.2,18.5
36,424,221,159,10.4,34.3,62,17.7,18.2,18.5
37,424,221,159,10.4,34.3,46.4,10,18.2,18.5
38,424,221,159,10.4,34.3,46.4,14,18.2,18.5
39,424,221,159,10.4,34.3,46.4,21,18.2,18.5
40,424,221,159,10.4,34.3,46.4,25,18.2,18.5
41,424,221,159,10.4,34.3,46.4,17.7,10,18.5
42,424,221,159,10.4,34.3,46.4,17.7,14,18.5
43,424,221,159,10.4,34.3,46.4,17.7,21,18.5
44,424,221,159,10.4,34.3,46.4,17.7,25,18.5
45,424,221,159,10.4,34.3,46.4,17.7,18.2,10
46,424,221,159,10.4,34.3,46.4,17.7,18.2,14
47,424,221,159,10.4,34.3,46.4,17.7,18.2,21
48,424,221,159,10.4,34.3,46.4,17.7,18.2,25
