1,0,0
0.99323,-0.01068,0
0.989,-0.01597,0
0.98406,-0.0209,0
0.97807,-0.02618,0
0.97208,-0.03041,0
0.96643,-0.03428,0
0.96008,-0.03816,0
0.95361,-0.042,0
0.94701,-0.04584,0
0.94096,-0.04923,0
0.93582,-0.05202,0
0.93038,-0.05497,0
0.92391,-0.0581,0
0.91758,-0.06121,0
0.91126,-0.06423,0
0.90438,-0.06755,0
0.89723,-0.07084,0
0.89035,-0.07389,0
0.88348,-0.0769,0
0.87632,-0.0799,0
0.86917,-0.08292,0
0.86202,-0.08588,0
0.85459,-0.08888,0
0.84689,-0.09192,0
0.83891,-0.09492,0
0.83066,-0.09798,0
0.82213,-0.10103,0
0.8136,-0.10411,0
0.80507,-0.10697,0
0.79599,-0.11004,0
0.78664,-0.11309,0
0.77701,-0.11616,0
0.7671,-0.11916,0
0.75692,-0.12211,0
0.74619,-0.1252,0
0.73546,-0.12824,0
0.72445,-0.1312,0
0.71317,-0.13418,0
0.70189,-0.13713,0
0.69033,-0.13985,0
0.67877,-0.14256,0
0.66721,-0.14516,0
0.65565,-0.1476,0
0.64409,-0.15007,0
0.63253,-0.1525,0
0.62097,-0.15474,0
0.60941,-0.15674,0
0.59785,-0.15866,0
0.58629,-0.16058,0
0.57473,-0.1626,0
0.56317,-0.16435,0
0.55161,-0.16593,0
0.54005,-0.1675,0
0.52849,-0.1689,0
0.51692,-0.17014,0
0.50536,-0.17137,0
0.4938,-0.17252,0
0.48224,-0.17358,0
0.47067,-0.17445,0
0.45911,-0.17521,0
0.44755,-0.17589,0
0.43598,-0.1764,0
0.42442,-0.17683,0
0.41285,-0.17705,0
0.40129,-0.17705,0
0.38972,-0.17701,0
0.37815,-0.17678,0
0.36659,-0.17644,0
0.35502,-0.17588,0
0.34345,-0.1753,0
0.33189,-0.17458,0
0.32032,-0.17372,0
0.30875,-0.17273,0
0.29718,-0.17155,0
0.28561,-0.17019,0
0.27404,-0.16866,0
0.26247,-0.16696,0
0.2509,-0.16507,0
0.23933,-0.16311,0
0.22776,-0.16077,0
0.21619,-0.15831,0
0.20461,-0.15559,0
0.19304,-0.15262,0
0.18202,-0.14956,0
0.17182,-0.14655,0
0.16273,-0.14364,0
0.15418,-0.1406,0
0.14591,-0.13756,0
0.13819,-0.13445,0
0.13103,-0.13144,0
0.12413,-0.12842,0
0.11752,-0.12537,0
0.11145,-0.1224,0
0.10539,-0.11923,0
0.09959,-0.11611,0
0.09408,-0.11307,0
0.08856,-0.10986,0
0.08332,-0.1066,0
0.07836,-0.1033,0
0.07339,-0.09992,0
0.0687,-0.09656,0
0.06456,-0.09345,0
0.0607,-0.09059,0
0.05656,-0.08729,0
0.0527,-0.08404,0
0.04939,-0.08111,0
0.04607,-0.07796,0
0.04276,-0.07494,0
0.03945,-0.07164,0
0.03613,-0.06835,0
0.0331,-0.06495,0
0.03033,-0.06182,0
0.02757,-0.05852,0
0.02481,-0.05512,0
0.02205,-0.05144,0
0.01956,-0.0479,0
0.01735,-0.04454,0
