StartNumber,SecondAoA,SecondGapSize,SecondGapAngle,ThirdAoA,ThirdGapSize,ThirdGapAngle
29,-0.667659903,68.208826777687,91.1177080199535,3.06749172653363,166.358792807646,127.781859701545
30,-0.52241181,115.4214711,91.8881163994241,2.4888331589617,160.149257170621,139.556834797645
31,-0.750796495,63.0586008020011,110.499580995463,3.45072786894979,143.357159809875,139.285425772045
32,-1.744657974,65.5999521680524,113.49079788657,2.79111359005723,119.597046408696,138.715246802113
33,-1.349564775,64.9210246498603,103.855174575152,2.44026509433252,156.97870654536,137.045224097282
34,-1.623159779,92.3618957952463,110.105235957222,2.14785228010503,117.278584783073,131.899790856296
35,-0.126738212,100.304564305784,123.846251959853,3.96714647154168,100.586922943932,134.926917547647
36,1.55616391908659,97.4281564954615,120.542442976894,4.90821946162116,137.855601806191,119.500711481018
37,-0.477785631,70.0262307923547,127.371730877946,2.8694716148142,147.195196952185,123.677782632776
38,0.289099868843283,60.83724361,127.668492192684,3.36363270131238,149.628600661188,125.855298492878
39,-1.286883411,82.6855757921655,100.236387281468,3.10311554510597,167.926820042809,124.805695048532
40,0.217459872216804,112.586604879188,121.966939976226,3.27952999186978,135.237717126897,129.205924471455
41,-1.403258947,106.352308305473,108.343399072749,3.02128461975255,136.785415322567,134.518258711471
42,0.230875999062558,63.5796028739552,123.967097111512,4.31953842,151.374026633132,121.045950847821
43,0.00563099982792714,73.0464275941971,112.536950868391,4.38813013548917,131.933056993151,137.867584624973
44,0.486449161696851,70.974760680207,128.086320856457,4.75472020288067,168.688470293688,127.029792221813
45,-1.189885406,95.7478484737935,129.576583137848,1.85801914198098,144.558167476999,117.390878282937
46,-1.630130253,117.157293676103,116.291513406177,4.65739805474048,166.890888760192,115.371245411821
47,1.05977109703562,102.233358618351,129.473983183243,4.7886292240345,114.820344200271,137.166926894227
48,-1.867836428,122.728994848621,126.691400718941,2.96674621142498,162.662864108068,109.294530034055
