StartNumber,SecondAoA,SecondGapSize,SecondGapAngle,ThirdAoA,ThirdGapSize,ThirdGapAngle
70,14.8665896352764,11.7953839457752,12.8620089075957,61.3993676252185,17.5663432094281,90.772218781816
71,7.70180278039993,19.5461417796539,91.9899272131708,52.6569983593463,17.3763709070753,92.408246633735
72,5.79512350775285,14.9126183784246,72.8840189079434,56.9696960050322,8.1901833507019,92.2753971400766
73,0.341952365512224,23.0261594245687,82.4333081347027,67.5743803247184,14.4545504488332,41.771006305961
74,14.7889886318772,17.2554903566818,69.8363732429806,55.5668860563463,3.6962324253894,97.9162365261615
75,20.391886658729,11.3455816716617,77.3760206900644,48.2056111637838,8.52237388616259,91.1427431839571
76,3.38022942367415,8.33794232581311,63.0377143665105,67.8305400787743,18.1298705416836,59.266373235587
77,7.86495503553919,17.8395800758708,88.8834555344692,56.2301307404336,22.7073278935258,91.7186626396583
78,12.2541848780432,14.7518193329867,39.1455779023629,73.2266838456807,4.03161836391865,48.391526531177
79,15.0439805152574,12.2153795432021,96.5327812029159,55.7056155026639,15.4856727431065,57.58436907183
80,8.8061280824699,8.72390992424076,44.3113546512216,64.7772882973189,11.4528888285183,83.4255500825256
81,11.3060575656465,8.08365144185414,95.4204589024208,62.373772303266,6.56116941236557,35.5580954857407
82,7.96658076346904,10.0166282888205,89.5721029753634,71.0970908122898,13.9045191264852,56.6354907271533
83,2.3515434205207,18.3019386608194,76.1612717246842,74.0570047379293,11.0037424230105,53.3177895282714
84,7.8858961303058,11.8364428560048,93.4836212376477,74.1132091053996,22.6292718167513,24.7230920159143
85,8.19508631704246,15.7263918635391,94.5464299339061,61.0467252348881,14.4262773517137,69.6338301127717
86,1.02632824491356,9.30796740181401,81.4943001917358,64.2581876172969,22.9007697797577,99.5490992700396
87,4.63042069972007,27.4523685766898,87.484376198749,57.0503938061764,15.7815949362268,97.7571159061967
88,4.65843946134965,29.3053103333332,95.275152276153,49.6953308902613,15.4137227928016,99.3178828830648
89,8.11867637124454,17.1460581000168,76.0598057712445,60.541082907294,8.69723377773028,66.9765278991381
90,14.8925174420673,13.4953266458491,70.1990692790388,68.9729715766686,7.45218781682304,18.2286264175935
91,3.75689301131547,6.50698220028596,46.722940273931,67.92203437077,20.4861502260721,98.3968065772537
92,3.56899440630648,12.2857251422175,61.353383163708,63.4538510371999,5.24250201744283,49.3472590987856
93,5.8428408831002,13.728054625672,80.880745693914,55.2749070899961,20.2963060396712,94.4838392612354
94,10.9966020245006,23.8108182921314,98.6847736302423,58.0704913025736,6.78768213229531,80.047111072649
95,5.59859345499337,15.5388050933772,37.8883555542538,70.029572595218,8.11764195119593,52.1717055343643
96,23.7186543639356,9.68632633054682,78.2740071415622,49.4501469588031,4.71839715201459,17.9053874785073
97,15.3713248437739,9.04512125244573,22.5119204300188,71.9595138428402,13.5424626189194,48.6715156192145
98,4.05476869911918,10.77880477143,65.2892540864381,71.5141058968774,18.0618761381967,88.0761724347609
99,5.40563168300776,6.83269079600298,97.1932519181873,65.2950933278787,25.2800125646789,84.508984729569
100,7.1575866547277,7.07894933979805,85.5149105483053,74.5216570807512,24.8349062641328,69.3534473969734
101,3.74451366762384,8.54960840242708,81.5963259468947,68.0096577338572,26.6309714434669,58.6988975859884
102,16.0550547915374,9.89988589478629,75.8004933252235,66.7249819031909,16.5902603492764,25.2857961382895
103,8.71925720069012,13.1036738291527,41.0136772885045,71.6409604714427,17.022518356503,95.8539148931158
104,12.4290901277847,17.6183098149559,77.4616142712086,70.2440703849085,15.5671355715353,13.8108715958799
105,6.4712884425559,19.2516736232266,94.2602333718983,57.3963199088081,12.1170067781496,90.981784098189
106,15.3264322256981,8.5846790118036,13.8509012333681,63.4908316163809,9.62433623391887,75.022765841481
107,3.24878786911692,18.2579033664393,91.5594521639712,57.9820974474012,18.357803759714,84.4322521676712
108,14.0731016234994,19.7684041440857,67.5549951295233,68.1196452976684,5.00481165272172,37.8368826270792
109,0.670482534705992,11.6427121424424,93.9546059905112,72.7063763020246,16.0132630327807,67.2793139559176
110,0.274733876920219,12.3485062136384,91.3125056986493,65.4672850321817,6.04196186008417,50.4813073474946
111,7.80023115608197,23.7797448001755,96.7622038963553,55.1757841881214,14.6800587277923,79.7347700886235
112,3.89029172649713,26.388819698352,45.2323477223281,68.7198511519504,22.5973627895101,98.4456658554866
113,3.48707082271982,15.7730618572091,47.9208756959679,67.0424617304743,30.03765249571,91.7929404123888
114,20.4713170707298,7.68675238997003,90.2248778889164,61.5802587487087,6.77628391558983,13.0024675608955
115,14.4781365543125,15.8180355941077,13.9789275222023,70.8025896717692,7.25044261490394,64.3395754154059
116,10.7036250197488,8.39470220752301,46.345919332252,64.9331302902321,21.8375817659659,93.995718604718
117,15.7717656446489,14.4854607240856,99.7381695068756,57.1704668698663,8.42231741645377,39.9345979911158
118,10.3379896147534,11.6088390888119,73.5216304025385,59.9218185464038,5.32237487062796,91.3329456801675
119,3.94488272607597,18.1949844366807,54.3431825483299,74.0216665713835,5.44217608256352,42.8492864568681
120,11.9662556730437,13.307408607861,16.394334827438,69.6208080884584,22.7573211402027,72.56258552621
121,0.975665079685888,11.2304721215687,58.6925856985945,66.2325713544312,22.1746316609029,88.1923358464339
