StartNumber,SecondAoA,SecondGapSize,SecondGapAngle,ThirdAoA,ThirdGapSize,ThirdGapAngle
122,12.93588694,48.42124818,118.2536655,26.24886745,83.10492599,121.4785132
123,14.04890965,30.86122417,112.193046,0,120.6717603,116.1724232
124,17.34501642,52.65659237,121.8002888,19.24504933,126.3952047,124.9320876
125,17.65745567,41.96734787,117.9478424,4.30577773,145.1800354,121.5325499
126,18.93251146,48.14990528,120.8278197,8.788785981,150.599534,124.173766
127,19.20848658,42.05797676,118.6754521,0,162.4091176,122.2817004
128,19.21864971,67.38341067,128.1344915,33.25590502,126.3065096,130.6865535
129,20.54550202,48.14135433,121.5359667,4.184228369,168.647592,124.9137713
130,20.758769,57.79977106,125.2407943,16.26942406,157.2499357,128.2221831
131,21.55885966,66.79116559,128.9581082,25.8129411,153.3310904,131.5785083
