StartNumber,SecondAoA,SecondGapSize,SecondGapAngle,ThirdAoA,ThirdGapSize,ThirdGapAngle
49,20.3848741755345,8.26758352949633,89.4754199387533,52.0251260117455,49.4823630989793,128.865194414377
50,20.0582794129256,57.8282309077944,122.037677366977,48.3359248812079,16.4370483326295,109.324760476619
51,20.2739812869756,26.9776559828934,118.863098586859,53.4035530924089,40.7192858333403,129.479756561207
52,22.8492485815599,15.5939806517111,119.028920696119,58.9537050263934,24.4439931225569,90.3258393375101
53,21.4957299570588,28.1575898055586,91.6810624873563,59.95864831,14.2285839153039,126.020768608927
54,25.1717538614757,26.4934231341895,122.340801996062,51.103124807716,19.3374405032313,116.021560075673
55,23.8262682565527,22.3301585932669,96.1791137430223,58.973218724501,11.3928968317351,103.599187150467
56,22.5302571358568,8.73858238168619,118.176420465803,58.3176288530247,18.2087706788505,110.137967722645
57,24.1314192103088,13.7241272969055,117.781412304591,59.9660668504079,15.7340778606138,124.085232624052
58,23.5677366398808,26.6221429110896,126.815828375841,40.1955633263094,56.9467543171755,129.822314514224
59,24.8441134546472,19.5092006164363,127.593802333144,43.9696368333151,50.8451418482046,127.383054937717
60,26.8492558794296,18.3764702780289,90.4452019537216,57.083488255378,11.6212028115327,115.352285163346
61,23.1718929469263,10.353990837957,111.199692699332,58.7507120408544,15.3962285444037,114.770691983107
62,24.7196166962365,22.1006145425955,124.081359919991,49.4979932343079,25.7069139286042,119.291367966784
63,23.1524663173867,32.4689589660106,113.317860826398,52.0598140213271,20.2775729371541,129.954497917931
64,20.6634568274612,15.4887612560314,122.636053438566,57.4660109663031,17.9937354036412,112.681931325791
65,20.6408979289771,56.9151999280722,125.962494011447,45.386749976895,17.6499207758289,109.701641476101
66,20.9249975921737,51.3550563019379,121.376481334446,55.3525824615326,10.0151433799038,119.765875018371
67,23.0289619166736,22.360860812946,104.431927685826,56.736400628648,23.9491200270889,121.146449867737
68,20.2870077229247,21.0558294611893,106.814884285313,58.776511844683,23.8466914613449,106.200226477505
69,25.0563786114262,22.2250161294237,124.170242024675,44.0342281383202,43.1278857006099,124.207268979991
70,20.4599646999253,8.53353649664676,98.0421439021707,56.458181944748,30.9753727699855,124.405447299894
71,25.5608361001604,24.7285567471427,111.648035363525,53.6766962173646,16.3067275457907,120.000998699007
